"시도별","요양기관종별","입원·외래별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"부산광역시","한방병원","치과입원","청구건수[건]","건","","","","","","-","-","","-","-","-","-","-","-","-","-",
"부산광역시","한방병원","치과입원","내원일수[일]","일","","","","","","-","-","","-","-","-","-","-","-","-","-",
"부산광역시","한방병원","치과입원","요양급여비용[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"부산광역시","한방병원","치과입원","급여비[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"부산광역시","한방병원","치과외래","청구건수[건]","건","","","","","","-","-","","-","-","-","-","-","-","-","-",
"부산광역시","한방병원","치과외래","내원일수[일]","일","","","","","","-","-","","-","-","-","-","-","-","-","-",
"부산광역시","한방병원","치과외래","요양급여비용[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"부산광역시","한방병원","치과외래","급여비[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","계","계","청구건수[건]","건","1948028","2383899","2835961","2704087","2890023","2908607","3040516","3160864","3366638","3523758","3700831","3762006","3867221","4051801","3743469","3956811",
"대구광역시","계","계","내원일수[일]","일","3028328","3075120","2959742","2760674","3003305","2997348","3046091","3164625","3367151","3519143","3688724","3744518","3846715","4026930","3715555","3928763",
"대구광역시","계","계","요양급여비용[천원]","천원","67819547","70129322","69727709","63914935","80019491","83677682","90333809","107054746","129267782","152546497","188200785","212356075","225766123","256353355","243485166","263535511",
"대구광역시","계","계","급여비[천원]","천원","46317186","47796101","47741666","44777297","54643182","57012355","61163042","71827829","86117949","99416896","119656823","134438491","153934849","179637113","170818565","184800070",
"대구광역시","계","치과입원","청구건수[건]","건","772","847","798","488","1155","1281","1229","1271","1501","1381","1244","1432","1671","1665","1243","1362",
"대구광역시","계","치과입원","내원일수[일]","일","6777","6467","5840","4195","7227","6549","6093","6272","5583","5197","5153","6545","6399","6729","4786","5140",
"대구광역시","계","치과입원","요양급여비용[천원]","천원","902581","981146","868317","682530","1171991","1181632","1162789","1209581","1167707","1373820","1499505","1839578","2185620","2487506","2072991","2362460",
"대구광역시","계","치과입원","급여비[천원]","천원","715036","773950","674800","522662","928353","932332","907591","936677","911603","1079198","1194433","1417501","1660018","1854469","1555905","1758460",
"대구광역시","계","치과외래","청구건수[건]","건","1947256","2383052","2835163","2703599","2888868","2907326","3039287","3159593","3365137","3522377","3699587","3760574","3865550","4050136","3742226","3955449",
"대구광역시","계","치과외래","내원일수[일]","일","3021551","3068653","2953902","2756479","2996078","2990799","3039998","3158353","3361568","3513946","3683571","3737973","3840316","4020201","3710769","3923623",
"대구광역시","계","치과외래","요양급여비용[천원]","천원","66916966","69148175","68859393","63232405","78847499","82496049","89171021","105845165","128100075","151172677","186701280","210516497","223580503","253865850","241412175","261173050",
"대구광역시","계","치과외래","급여비[천원]","천원","45602150","47022151","47066866","44254636","53714829","56080023","60255451","70891152","85206346","98337698","118462390","133020990","152274831","177782643","169262661","183041610",
"대구광역시","상급종합병원","계","청구건수[건]","건","48823","50771","50397","13233","63857","94634","123105","124513","131073","133216","76513","22832","22491","25154","21006","24631",
"대구광역시","상급종합병원","계","내원일수[일]","일","82891","84132","82420","25149","101770","118408","128330","128984","134460","137028","80518","27613","27306","30279","24645","28548",
"대구광역시","상급종합병원","계","요양급여비용[천원]","천원","3815187","3948207","3937927","1236627","4996517","5303155","5651190","5831700","6385883","6844492","5037069","3306404","3618615","4263812","3623229","4165739",
"대구광역시","상급종합병원","계","급여비[천원]","천원","1675091","1731471","1731684","587590","2034797","2089530","2170002","2233953","2463449","2698695","2313200","1911602","2148537","2523716","2155083","2460064",
"대구광역시","상급종합병원","치과입원","청구건수[건]","건","635","694","702","281","891","923","990","1021","1229","1086","874","1071","1116","1199","938","1055",
"대구광역시","상급종합병원","치과입원","내원일수[일]","일","4719","4702","4903","2605","5848","5214","5706","5508","5033","4960","4986","6080","6083","6480","4768","5112",
"대구광역시","상급종합병원","치과입원","요양급여비용[천원]","천원","782494","817814","809642","493839","1153676","1148001","1144777","1168718","1134486","1308219","1439486","1779816","2107928","2429619","2038958","2316429",
"대구광역시","상급종합병원","치과입원","급여비[천원]","천원","620342","644466","629671","377004","913941","906017","894516","910457","891425","1040598","1160695","1382720","1603992","1811766","1530202","1724282",
"대구광역시","상급종합병원","치과외래","청구건수[건]","건","48188","50077","49695","12952","62966","93711","122115","123492","129844","132130","75639","21761","21375","23955","20068","23576",
"대구광역시","상급종합병원","치과외래","내원일수[일]","일","78172","79430","77517","22544","95922","113194","122624","123476","129427","132068","75532","21533","21223","23799","19877","23436",
"대구광역시","상급종합병원","치과외래","요양급여비용[천원]","천원","3032693","3130393","3128284","742788","3842841","4155154","4506413","4662982","5251396","5536273","3597584","1526589","1510687","1834193","1584271","1849309",
"대구광역시","상급종합병원","치과외래","급여비[천원]","천원","1054748","1087006","1102013","210586","1120856","1183513","1275486","1323496","1572023","1658098","1152505","528883","544545","711950","624881","735782",
"대구광역시","종합병원","계","청구건수[건]","건","15484","17769","16290","12204","18575","21068","36019","38841","38981","40600","42330","39874","38263","38319","30880","32760",
"대구광역시","종합병원","계","내원일수[일]","일","29910","33451","28887","22641","30119","33655","36559","39354","39255","40056","42064","39741","37954","37973","30514","32432",
"대구광역시","종합병원","계","요양급여비용[천원]","천원","907692","1077185","852597","565654","801149","935794","1080553","1385242","1580060","1975470","2826574","3053054","2939555","3030216","2488167","2775729",
"대구광역시","종합병원","계","급여비[천원]","천원","489280","588874","446649","284695","410199","483282","553888","708644","802678","1007594","1428319","1548418","1757641","1881891","1536591","1719480",
"대구광역시","종합병원","치과입원","청구건수[건]","건","137","153","96","23","264","358","239","250","257","295","370","360","360","297","169","159",
"대구광역시","종합병원","치과입원","내원일수[일]","일","2058","1765","937","477","1379","1335","387","764","545","237","167","465","316","249","18","28",
"대구광역시","종합병원","치과입원","요양급여비용[천원]","천원","120086","163332","58674","738","18315","33631","18012","40862","32527","65601","60020","59648","71057","36976","22930","35520",
"대구광역시","종합병원","치과입원","급여비[천원]","천원","94694","129484","45129","591","14412","26316","13074","26221","19657","38600","33738","34689","50556","27120","16704","25546",
"대구광역시","종합병원","치과외래","청구건수[건]","건","15347","17616","16194","12181","18311","20710","35780","38591","38724","40305","41960","39514","37903","38022","30711","32601",
"대구광역시","종합병원","치과외래","내원일수[일]","일","27852","31686","27950","22164","28740","32320","36172","38590","38710","39819","41897","39276","37638","37724","30496","32404",
"대구광역시","종합병원","치과외래","요양급여비용[천원]","천원","787606","913853","793923","564915","782834","902163","1062542","1344379","1547533","1909869","2766554","2993406","2868499","2993240","2465237","2740209",
"대구광역시","종합병원","치과외래","급여비[천원]","천원","394586","459390","401520","284105","395787","456966","540813","682424","783022","968994","1394581","1513729","1707085","1854771","1519887","1693934",
"대구광역시","병원","계","청구건수[건]","건","-","-","-","-","-","-","-","","2126","2677","2983","4378","4073","4092","4062","3813",
"대구광역시","병원","계","내원일수[일]","일","-","-","-","-","-","-","-","","2116","2677","2983","4375","4013","4005","3925","3789",
"대구광역시","병원","계","요양급여비용[천원]","천원","-","-","-","-","-","-","-","","67161","98685","112581","196077","192652","216498","242682","239536",
"대구광역시","병원","계","급여비[천원]","천원","-","-","-","-","-","-","-","","40546","58625","66695","115985","119764","138349","156310","152342",
"대구광역시","병원","치과입원","청구건수[건]","건","-","-","-","-","-","-","-","","15","-","-","-","55","72","135","24",
"대구광역시","병원","치과입원","내원일수[일]","일","-","-","-","-","-","-","-","","5","-","-","-","-","-","-","-",
"대구광역시","병원","치과입원","요양급여비용[천원]","천원","-","-","-","-","-","-","-","","694","-","-","-","2457","5760","11042","1432",
"대구광역시","병원","치과입원","급여비[천원]","천원","-","-","-","-","-","-","-","","521","-","-","-","2020","4639","8943","1179",
"대구광역시","병원","치과외래","청구건수[건]","건","-","-","-","-","-","-","-","","2111","2677","2983","4378","4018","4020","3927","3789",
"대구광역시","병원","치과외래","내원일수[일]","일","-","-","-","-","-","-","-","","2111","2677","2983","4375","4013","4005","3925","3789",
"대구광역시","병원","치과외래","요양급여비용[천원]","천원","-","-","-","-","-","-","-","","66468","98685","112581","196077","190195","210738","231641","238104",
"대구광역시","병원","치과외래","급여비[천원]","천원","-","-","-","-","-","-","-","","40026","58625","66695","115985","117745","133709","147367","151163",
"대구광역시","요양병원","계","청구건수[건]","건","","","","","","","-","","-","-","-","-","247","189","112","-",
"대구광역시","요양병원","계","내원일수[일]","일","","","","","","","-","","-","-","-","-","104","94","109","-",
"대구광역시","요양병원","계","요양급여비용[천원]","천원","","","","","","","-","","-","-","-","-","22197","18568","7473","-",
"대구광역시","요양병원","계","급여비[천원]","천원","","","","","","","-","","-","-","-","-","16050","13195","5142","-",
"대구광역시","요양병원","치과입원","청구건수[건]","건","","","","","","","-","","-","-","-","-","139","95","-","-",
"대구광역시","요양병원","치과입원","내원일수[일]","일","","","","","","","-","","-","-","-","-","-","-","-","-",
"대구광역시","요양병원","치과입원","요양급여비용[천원]","천원","","","","","","","-","","-","-","-","-","4178","15130","-","-",
"대구광역시","요양병원","치과입원","급여비[천원]","천원","","","","","","","-","","-","-","-","-","3449","10927","-","-",
"대구광역시","요양병원","치과외래","청구건수[건]","건","","","","","","","-","","-","-","-","-","108","94","112","-",
"대구광역시","요양병원","치과외래","내원일수[일]","일","","","","","","","-","","-","-","-","-","104","94","109","-",
"대구광역시","요양병원","치과외래","요양급여비용[천원]","천원","","","","","","","-","","-","-","-","-","18019","3438","7473","-",
"대구광역시","요양병원","치과외래","급여비[천원]","천원","","","","","","","-","","-","-","-","-","12600","2269","5142","-",
"대구광역시","정신병원","계","청구건수[건]","건","","","","","","","","","","","","","","","","175",
"대구광역시","정신병원","계","내원일수[일]","일","","","","","","","","","","","","","","","","50",
"대구광역시","정신병원","계","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","20092",
"대구광역시","정신병원","계","급여비[천원]","천원","","","","","","","","","","","","","","","","15254",
"대구광역시","정신병원","치과입원","청구건수[건]","건","","","","","","","","","","","","","","","","124",
"대구광역시","정신병원","치과입원","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"대구광역시","정신병원","치과입원","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","9079",
"대구광역시","정신병원","치과입원","급여비[천원]","천원","","","","","","","","","","","","","","","","7453",
"대구광역시","정신병원","치과외래","청구건수[건]","건","","","","","","","","","","","","","","","","51",
"대구광역시","정신병원","치과외래","내원일수[일]","일","","","","","","","","","","","","","","","","50",
"대구광역시","정신병원","치과외래","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","11012",
"대구광역시","정신병원","치과외래","급여비[천원]","천원","","","","","","","","","","","","","","","","7801",
"대구광역시","치과병원","계","청구건수[건]","건","60085","108674","114151","46015","117503","121260","179758","196959","201634","213744","291365","343357","362804","364192","329073","344543",
"대구광역시","치과병원","계","내원일수[일]","일","109408","187716","193340","80258","181338","173739","179852","196919","201371","212667","288792","339577","359388","360170","325137","340551",
"대구광역시","치과병원","계","요양급여비용[천원]","천원","2894604","4764352","5145460","2401401","5202330","5228951","5713411","7010893","8076071","10022979","16387037","21452435","22323988","23962848","22046349","23716620",
"대구광역시","치과병원","계","급여비[천원]","천원","1736986","2863032","3116201","1482663","3146348","3165088","3451214","4226381","4838136","5873332","9458440","12295752","13632895","15357138","14113516","15167584",
"대구광역시","치과병원","치과입원","청구건수[건]","건","-","-","-","184","-","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","치과병원","치과입원","내원일수[일]","일","-","-","-","1113","-","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","치과병원","치과입원","요양급여비용[천원]","천원","-","-","-","187952","-","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","치과병원","치과입원","급여비[천원]","천원","-","-","-","145067","-","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","치과병원","치과외래","청구건수[건]","건","60085","108674","114151","45831","117503","121260","179758","196959","201634","213744","291365","343357","362804","364192","329073","344543",
"대구광역시","치과병원","치과외래","내원일수[일]","일","109408","187716","193340","79145","181338","173739","179852","196919","201371","212667","288792","339577","359388","360170","325137","340551",
"대구광역시","치과병원","치과외래","요양급여비용[천원]","천원","2894604","4764352","5145460","2213449","5202330","5228951","5713411","7010893","8076071","10022979","16387037","21452435","22323988","23962848","22046349","23716620",
"대구광역시","치과병원","치과외래","급여비[천원]","천원","1736986","2863032","3116201","1337596","3146348","3165088","3451214","4226381","4838136","5873332","9458440","12295752","13632895","15357138","14113516","15167584",
"대구광역시","치과의원","계","청구건수[건]","건","1819309","2202784","2651430","2622555","2687160","2669616","2699744","2800551","2992824","3133521","3287640","3351565","3439343","3619855","3358336","3550336",
"대구광역시","치과의원","계","내원일수[일]","일","2801792","2765920","2651402","2622546","2687150","2669517","2699460","2799368","2989949","3126715","3274367","3333212","3417950","3594409","3331225","3522843",
"대구광역시","치과의원","계","요양급여비용[천원]","천원","60185303","60324084","59777032","59666143","69007291","72201185","77880528","92826911","113158606","133604871","163837523","184348105","196669117","224861415","215077265","232584954",
"대구광역시","치과의원","계","급여비[천원]","천원","42403413","42601048","42435995","42386536","49042203","51267674","54981419","64658851","77973139","89778649","106390169","118566733","136259962","159722824","152851923","165264215",
"대구광역시","치과의원","치과입원","청구건수[건]","건","-","-","-","-","-","-","-","","-","-","-","1","1","2","1","-",
"대구광역시","치과의원","치과입원","내원일수[일]","일","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","치과의원","치과입원","요양급여비용[천원]","천원","-","-","-","-","-","-","-","","-","-","-","115","1","21","61","-",
"대구광역시","치과의원","치과입원","급여비[천원]","천원","-","-","-","-","-","-","-","","-","-","-","92","1","17","55","-",
"대구광역시","치과의원","치과외래","청구건수[건]","건","1819309","2202784","2651430","2622555","2687160","2669616","2699744","2800551","2992824","3133521","3287640","3351564","3439342","3619853","3358335","3550336",
"대구광역시","치과의원","치과외래","내원일수[일]","일","2801792","2765920","2651402","2622546","2687150","2669517","2699460","2799368","2989949","3126715","3274367","3333212","3417950","3594409","3331225","3522843",
"대구광역시","치과의원","치과외래","요양급여비용[천원]","천원","60185303","60324084","59777032","59666143","69007291","72201185","77880528","92826911","113158606","133604871","163837523","184347991","196669115","224861394","215077204","232584954",
"대구광역시","치과의원","치과외래","급여비[천원]","천원","42403413","42601048","42435995","42386536","49042203","51267674","54981419","64658851","77973139","89778649","106390169","118566642","136259961","159722807","152851869","165264215",
"대구광역시","보건기관","계","청구건수[건]","건","4327","3901","3693","10080","2928","2029","1890","","-","-","-","-","-","-","-","-",
"대구광역시","보건기관","계","내원일수[일]","일","4327","3901","3693","10080","2928","2029","1890","","-","-","-","-","-","-","-","-",
"대구광역시","보건기관","계","요양급여비용[천원]","천원","16760","15494","14694","45110","12202","8596","8127","","-","-","-","-","-","-","-","-",
"대구광역시","보건기관","계","급여비[천원]","천원","12417","11675","11137","35813","9634","6781","6518","","-","-","-","-","-","-","-","-",
"대구광역시","보건기관","치과입원","청구건수[건]","건","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","보건기관","치과입원","내원일수[일]","일","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","보건기관","치과입원","요양급여비용[천원]","천원","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","보건기관","치과입원","급여비[천원]","천원","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","보건기관","치과외래","청구건수[건]","건","4327","3901","3693","10080","2928","2029","1890","","-","-","-","-","-","-","-","-",
"대구광역시","보건기관","치과외래","내원일수[일]","일","4327","3901","3693","10080","2928","2029","1890","","-","-","-","-","-","-","-","-",
"대구광역시","보건기관","치과외래","요양급여비용[천원]","천원","16760","15494","14694","45110","12202","8596","8127","","-","-","-","-","-","-","-","-",
"대구광역시","보건기관","치과외래","급여비[천원]","천원","12417","11675","11137","35813","9634","6781","6518","","-","-","-","-","-","-","-","-",
"대구광역시","한방병원","계","청구건수[건]","건","","","","","","-","-","","-","-","-","-","-","-","-","553",
"대구광역시","한방병원","계","내원일수[일]","일","","","","","","-","-","","-","-","-","-","-","-","-","550",
"대구광역시","한방병원","계","요양급여비용[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","32842",
"대구광역시","한방병원","계","급여비[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","21129",
"대구광역시","한방병원","치과입원","청구건수[건]","건","","","","","","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","한방병원","치과입원","내원일수[일]","일","","","","","","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","한방병원","치과입원","요양급여비용[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","한방병원","치과입원","급여비[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"대구광역시","한방병원","치과외래","청구건수[건]","건","","","","","","-","-","","-","-","-","-","-","-","-","553",
"대구광역시","한방병원","치과외래","내원일수[일]","일","","","","","","-","-","","-","-","-","-","-","-","-","550",
"대구광역시","한방병원","치과외래","요양급여비용[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","32842",
"대구광역시","한방병원","치과외래","급여비[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","21129",
"인천광역시","계","계","청구건수[건]","건","1736960","2139146","2657960","2865057","2835260","2910186","3070119","3184484","3623051","3761792","3865059","4075809","4169868","4413162","4335918","4508536",
"인천광역시","계","계","내원일수[일]","일","2631690","2660253","2709388","2987879","2885619","2958559","3076058","3183480","3620672","3755763","3853439","4059219","4150925","4388053","4308716","4477413",
"인천광역시","계","계","요양급여비용[천원]","천원","54901589","56967251","59647137","73056200","73379322","79977719","89460071","105414914","135179792","154675147","181685010","209172878","223955456","260905518","262676683","282621216",
"인천광역시","계","계","급여비[천원]","천원","38016823","39333972","41743120","49892753","51109266","55752492","62062609","72545277","92498507","103913394","118846010","135760443","154473116","183550166","184651355","198721664",
"인천광역시","계","치과입원","청구건수[건]","건","643","612","526","926","650","731","668","801","896","824","966","934","819","968","723","741",
"인천광역시","계","치과입원","내원일수[일]","일","7597","7112","5739","5971","3307","2482","2516","2627","2582","2543","2634","2824","2583","2929","1983","1487",
"인천광역시","계","치과입원","요양급여비용[천원]","천원","626916","729958","625610","999512","622304","498366","487533","514476","510045","595091","747878","818398","809710","1050092","828510","673390",
"인천광역시","계","치과입원","급여비[천원]","천원","495692","574342","484223","770901","481999","383498","375588","399571","395948","467092","584731","610864","601064","769915","616874","499114",
"인천광역시","계","치과외래","청구건수[건]","건","1736317","2138534","2657434","2864131","2834610","2909455","3069451","3183683","3622155","3760968","3864093","4074875","4169049","4412194","4335195","4507795",
"인천광역시","계","치과외래","내원일수[일]","일","2624093","2653141","2703649","2981908","2882312","2956077","3073542","3180853","3618090","3753220","3850805","4056395","4148342","4385124","4306733","4475926",
"인천광역시","계","치과외래","요양급여비용[천원]","천원","54274673","56237293","59021527","72056688","72757018","79479353","88972538","104900438","134669747","154080055","180937131","208354481","223145745","259855426","261848173","281947826",
"인천광역시","계","치과외래","급여비[천원]","천원","37521130","38759630","41258897","49121853","50627267","55368995","61687021","72145705","92102559","103446302","118261279","135149579","153872052","182780251","184034481","198222550",
"인천광역시","상급종합병원","계","청구건수[건]","건","20798","31924","15969","57603","30554","28035","49467","42524","39063","47504","45005","41256","33976","35048","35756","35979",
"인천광역시","상급종합병원","계","내원일수[일]","일","39812","58977","28982","93925","53526","49214","52542","44334","40361","48623","46330","42171","35110","35877","36301","36045",
"인천광역시","상급종합병원","계","요양급여비용[천원]","천원","1828040","2626221","1328191","4478405","2259482","2087650","2268351","2136752","2018977","2521644","2994872","3093558","2739517","3009950","3128771","3138635",
"인천광역시","상급종합병원","계","급여비[천원]","천원","855111","1165592","601552","1877812","874906","768139","810056","815420","768083","974685","1241270","1288582","1236364","1434910","1486899","1441404",
"인천광역시","상급종합병원","치과입원","청구건수[건]","건","380","422","218","827","520","363","365","381","371","346","383","355","436","585","453","510",
"인천광역시","상급종합병원","치과입원","내원일수[일]","일","3347","4016","2077","5282","3027","2358","2249","2338","1932","1806","2006","1830","1831","1772","1573","1163",
"인천광역시","상급종합병원","치과입원","요양급여비용[천원]","천원","585535","703500","394909","955940","615116","473704","446148","460009","390965","444893","579645","575241","602081","769704","745819","616896",
"인천광역시","상급종합병원","치과입원","급여비[천원]","천원","463024","553615","306360","737461","476262","363771","343976","358845","304634","353453","461736","431737","447116","565489","555916","457726",
"인천광역시","상급종합병원","치과외래","청구건수[건]","건","20418","31502","15751","56776","30034","27672","49102","42143","38692","47158","44622","40901","33540","34463","35303","35469",
"인천광역시","상급종합병원","치과외래","내원일수[일]","일","36465","54961","26905","88643","50499","46856","50293","41996","38429","46817","44324","40341","33279","34105","34728","34882",
"인천광역시","상급종합병원","치과외래","요양급여비용[천원]","천원","1242506","1922721","933282","3522464","1644366","1613947","1822202","1676742","1628012","2076751","2415227","2518318","2137436","2240246","2382952","2521740",
"인천광역시","상급종합병원","치과외래","급여비[천원]","천원","392087","611977","295192","1140352","398644","404368","466079","456575","463449","621233","779535","856845","789247","869421","930984","983678",
"인천광역시","종합병원","계","청구건수[건]","건","9653","11142","12420","17704","13224","13871","23139","28895","48458","37274","36950","47340","43995","44599","48738","46683",
"인천광역시","종합병원","계","내원일수[일]","일","20494","21857","24218","29559","22925","23561","24173","28673","48537","37425","36788","47215","43858","44546","48169","46171",
"인천광역시","종합병원","계","요양급여비용[천원]","천원","435323","485477","560414","857898","597899","626623","673199","942990","1947717","1717766","2077356","2993331","2833897","3044275","3315385","3068831",
"인천광역시","종합병원","계","급여비[천원]","천원","229747","250526","285873","444865","303855","321643","342869","481898","1015361","908432","1088399","1565317","1608811","1789747","1960368","1784560",
"인천광역시","종합병원","치과입원","청구건수[건]","건","263","190","132","82","120","319","166","279","496","476","579","578","378","317","193","139",
"인천광역시","종합병원","치과입원","내원일수[일]","일","4250","3096","2196","613","266","75","-","69","614","685","625","993","716","1090","353","267",
"인천광역시","종합병원","치과입원","요양급여비용[천원]","천원","41381","26458","17331","43184","4646","15102","6319","20317","112030","149821","167500","243050","204538","258294","47280","22098",
"인천광역시","종합병원","치과입원","급여비[천원]","천원","32668","20727","13366","33142","3720","12078","4594","14238","85752","113337","122409","179042","151641","188316","35601","16362",
"인천광역시","종합병원","치과외래","청구건수[건]","건","9390","10952","12288","17622","13104","13552","22973","28616","47962","36798","36371","46762","43617","44282","48545","46544",
"인천광역시","종합병원","치과외래","내원일수[일]","일","16244","18761","22022","28946","22659","23486","24173","28604","47923","36740","36163","46222","43142","43456","47816","45904",
"인천광역시","종합병원","치과외래","요양급여비용[천원]","천원","393942","459019","543084","814714","593254","611521","666880","922673","1835687","1567946","1909856","2750280","2629359","2785982","3268104","3046733",
"인천광역시","종합병원","치과외래","급여비[천원]","천원","197079","229799","272508","411722","300135","309564","338275","467660","929609","795096","965990","1386275","1457171","1601431","1924767","1768198",
"인천광역시","병원","계","청구건수[건]","건","-","-","-","-","-","-","3120","2752","3","-","708","2933","3261","12071","12042","10740",
"인천광역시","병원","계","내원일수[일]","일","-","-","-","-","-","-","3250","2826","4","-","708","2929","3290","11910","11899","10598",
"인천광역시","병원","계","요양급여비용[천원]","천원","-","-","-","-","-","-","100503","97618","253","-","17781","122840","128591","839130","908938","828264",
"인천광역시","병원","계","급여비[천원]","천원","-","-","-","-","-","-","63750","59993","129","-","10960","71693","79556","564787","614124","558345",
"인천광역시","병원","치과입원","청구건수[건]","건","-","-","-","-","-","-","28","32","1","-","-","-","5","64","74","91",
"인천광역시","병원","치과입원","내원일수[일]","일","-","-","-","-","-","-","158","106","2","-","-","-","36","66","56","57",
"인천광역시","병원","치과입원","요양급여비용[천원]","천원","-","-","-","-","-","-","21623","15939","230","-","-","-","3091","21717","35066","34378",
"인천광역시","병원","치과입원","급여비[천원]","천원","-","-","-","-","-","-","16281","11948","115","-","-","-","2307","15809","25094","25010",
"인천광역시","병원","치과외래","청구건수[건]","건","-","-","-","-","-","-","3092","2720","2","-","708","2933","3256","12007","11968","10649",
"인천광역시","병원","치과외래","내원일수[일]","일","-","-","-","-","-","-","3092","2720","2","-","708","2929","3254","11844","11843","10541",
"인천광역시","병원","치과외래","요양급여비용[천원]","천원","-","-","-","-","-","-","78881","81679","23","-","17781","122840","125499","817414","873872","793886",
"인천광역시","병원","치과외래","급여비[천원]","천원","-","-","-","-","-","-","47470","48046","14","-","10960","71693","77250","548979","589030","533334",
"인천광역시","요양병원","계","청구건수[건]","건","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","요양병원","계","내원일수[일]","일","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","요양병원","계","요양급여비용[천원]","천원","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","요양병원","계","급여비[천원]","천원","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","요양병원","치과입원","청구건수[건]","건","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","요양병원","치과입원","내원일수[일]","일","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","요양병원","치과입원","요양급여비용[천원]","천원","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","요양병원","치과입원","급여비[천원]","천원","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","요양병원","치과외래","청구건수[건]","건","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","요양병원","치과외래","내원일수[일]","일","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","요양병원","치과외래","요양급여비용[천원]","천원","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","요양병원","치과외래","급여비[천원]","천원","","","","","","","-","","-","-","-","-","-","-","-","-",
"인천광역시","정신병원","계","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"인천광역시","정신병원","계","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"인천광역시","정신병원","계","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"인천광역시","정신병원","계","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"인천광역시","정신병원","치과입원","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"인천광역시","정신병원","치과입원","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"인천광역시","정신병원","치과입원","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"인천광역시","정신병원","치과입원","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"인천광역시","정신병원","치과외래","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"인천광역시","정신병원","치과외래","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"인천광역시","정신병원","치과외래","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"인천광역시","정신병원","치과외래","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"인천광역시","치과병원","계","청구건수[건]","건","18868","20226","35502","122498","26420","25169","43371","47263","53390","54492","59247","72569","86093","114889","113889","118297",
"인천광역시","치과병원","계","내원일수[일]","일","29102","32898","62128","197159","44136","42685","45302","47253","53307","54403","58955","72164","85498","114028","113018","117507",
"인천광역시","치과병원","계","요양급여비용[천원]","천원","785711","878624","1856941","5186716","1399289","1377153","1528421","1738842","2200387","2400169","2985243","3909223","4792040","6882642","6874854","7129134",
"인천광역시","치과병원","계","급여비[천원]","천원","471500","527815","1155520","3142319","844595","832413","924285","1050081","1319346","1425379","1742506","2279571","2936592","4345582","4321042","4483120",
"인천광역시","치과병원","치과입원","청구건수[건]","건","-","-","176","17","10","49","109","109","28","2","3","1","-","1","1","-",
